Sample Date,Location,Site #,Chlorophyll A,Copper,Dissolved Oxygen,Salinity,Specific Conductance,Total Nitrogen,Total Phosphorus,Turbidity
9/18/19,#64 NORTH FORK AT SISTRUNK,64.0,25.7,,3.91,3.14,5770.0,0.8875,0.104,1.8
8/23/21,#64 NORTH FORK AT SISTRUNK,64.0,30.5,,5.3,2.38,51900.0,0.808,0.091,2.1
2/3/10,#64 NORTH FORK AT SISTRUNK,64.0,5.56,,3.85,0.99,1940.0,1.07,0.096,3.3
3/3/21,#64 NORTH FORK AT SISTRUNK,64.0,21.5,,3.44,3.15,5800.0,1.08,0.119,1.7
8/20/07,#64 NORTH FORK AT SISTRUNK,64.0,29.6,,6.19,0.28,580.0,0.959,0.064,6.2
8/21/19,#64 NORTH FORK AT SISTRUNK,64.0,24.1,,7.97,0.5,100.0,0.9922,0.073,2.4
9/16/20,#64 NORTH FORK AT SISTRUNK,64.0,9.68,,3.2,0.21,442.0,0.97,0.076,3.2
12/7/16,#64 NORTH FORK AT SISTRUNK,64.0,16.4,,3.78,4.55,8120.0,,,1.6
9/5/19,#64 NORTH FORK AT SISTRUNK,64.0,22.6,,6.01,0.27,570.0,0.8903,0.065,2.2
5/14/08,#64 NORTH FORK AT SISTRUNK,64.0,30.2,,6.23,7.01,12300.0,1.23,0.107,5.2
8/26/20,#64 NORTH FORK AT SISTRUNK,64.0,18.7,,5.28,0.22,461.0,,0.084,2.7
2/18/20,#64 NORTH FORK AT SISTRUNK,64.0,4.95,,2.13,0.63,1260.0,0.917,0.065,1.7
2/18/08,#64 NORTH FORK AT SISTRUNK,64.0,11.9,,3.79,0.27,561.0,1.14,0.07,3.6
5/15/13,#64 NORTH FORK AT SISTRUNK,64.0,23.6,,7.7,0.4,810.0,0.896,0.083,3.5
8/24/16,#64 NORTH FORK AT SISTRUNK,64.0,34.5,,6.67,1.15,2280.0,0.771,0.047,4.4
9/25/19,#64 NORTH FORK AT SISTRUNK,64.0,66.4,,5.4,2.88,5250.0,0.7021,0.075,2.1
6/8/16,#64 NORTH FORK AT SISTRUNK,64.0,37.6,,5.14,2.91,5400.0,1.153,0.126,3.6
6/24/20,#64 NORTH FORK AT SISTRUNK,64.0,60.4,,4.46,0.38,796.0,,0.101,1.9
5/16/07,#64 NORTH FORK AT SISTRUNK,64.0,22.7,,3.08,20.83,33370.0,1.2,0.178,8.3
8/26/19,#64 NORTH FORK AT SISTRUNK,64.0,12.2,,2.83,0.28,580.0,0.8811,0.062,1.3
10/29/14,#64 NORTH FORK AT SISTRUNK,64.0,54.7,,5.22,0.38,772.0,,,6.6
10/28/09,#64 NORTH FORK AT SISTRUNK,64.0,7.76,,3.8,0.25,525.0,0.856,0.051,
10/29/20,#64 NORTH FORK AT SISTRUNK,64.0,3.7,,2.27,0.2,415.0,,0.113,2.2
2/13/13,#64 NORTH FORK AT SISTRUNK,64.0,36.3,,8.27,16.21,26500.0,0.761,0.086,3.4
5/17/21,#64 NORTH FORK AT SISTRUNK,64.0,31.4,,,,,0.763,0.164,2.9
11/12/19,#64 NORTH FORK AT SISTRUNK,64.0,1.28,,1.85,12.1,20200.0,0.8221,0.222,0.8
8/6/08,#64 NORTH FORK AT SISTRUNK,64.0,45.5,,5.79,0.26,549.0,0.943,0.091,4.3
5/18/20,#64 NORTH FORK AT SISTRUNK,64.0,4.37,,3.58,0.64,1280.0,0.961,0.073,1.8
7/22/20,#64 NORTH FORK AT SISTRUNK,64.0,13.1,,4.21,0.18,388.0,,0.067,4.5
8/26/15,#64 NORTH FORK AT SISTRUNK,64.0,16.1,,3.08,10.5,18000.0,0.933,0.125,3.1
2/1/12,#64 NORTH FORK AT SISTRUNK,64.0,3.84,,4.62,5.34,9500.0,0.941,0.077,2.1
7/12/17,#64 NORTH FORK AT SISTRUNK,64.0,16.2,,1.7,0.24,509.0,,,5.1
5/21/14,#64 NORTH FORK AT SISTRUNK,64.0,18.2,,7.22,3.19,5860.0,,,3.1
12/9/20,#64 NORTH FORK AT SISTRUNK,64.0,2.99,,3.17,0.23,468.0,1.0076,0.102,1.8
10/23/13,#64 NORTH FORK AT SISTRUNK,64.0,33.5,,3.66,0.3,625.0,0.96,0.092,3.4
10/3/19,#64 NORTH FORK AT SISTRUNK,64.0,5.51,,4.3,17.3,28100.0,0.5769,0.117,1.3
11/15/07,#64 NORTH FORK AT SISTRUNK,64.0,,,7.26,0.24,503.0,,,7.5
6/24/09,#64 NORTH FORK AT SISTRUNK,64.0,14.6,,3.09,0.17,348.0,0.867,0.08,4.5
8/7/13,#64 NORTH FORK AT SISTRUNK,64.0,8.86,,2.23,0.27,561.0,1.064,0.11,3.0
8/16/19,#64 NORTH FORK AT SISTRUNK,64.0,12.0,,3.82,0.17,356.0,0.927,0.046,3.6
10/26/11,#64 NORTH FORK AT SISTRUNK,64.0,15.6,,3.13,0.64,1290.0,1.12,0.111,1.8
6/4/15,#64 NORTH FORK AT SISTRUNK,64.0,21.6,,3.06,12.9,21600.0,,,1.8
8/13/14,#64 NORTH FORK AT SISTRUNK,64.0,59.5,,4.44,0.23,478.0,,,2.9
4/13/11,#64 NORTH FORK AT SISTRUNK,64.0,34.8,,5.16,12.33,20700.0,0.994,0.238,3.9
8/24/06,#64 NORTH FORK AT SISTRUNK,64.0,21.4,,2.57,0.27,554.0,1.54,0.088,3.0
11/30/06,#64 NORTH FORK AT SISTRUNK,64.0,17.9,,6.54,0.41,845.0,1.57,0.039,4.6
10/27/10,#64 NORTH FORK AT SISTRUNK,64.0,15.2,,2.34,0.25,517.0,0.946,0.068,2.4
4/25/12,#64 NORTH FORK AT SISTRUNK,64.0,,,5.51,1.84,3510.0,1.02,0.126,2.7
8/4/10,#64 NORTH FORK AT SISTRUNK,64.0,15.3,,3.94,0.25,521.0,0.806,0.05,1.7
5/31/06,#64 NORTH FORK AT SISTRUNK,64.0,50.0,,5.65,1.91,3660.0,1.59,0.246,3.4
11/7/18,#64 NORTH FORK AT SISTRUNK,64.0,24.2,,4.17,9.35,15600.0,1.013,0.108,2.4
2/21/07,#64 NORTH FORK AT SISTRUNK,64.0,38.7,,6.34,0.73,1460.0,1.59,0.068,3.4
2/2/11,#64 NORTH FORK AT SISTRUNK,64.0,53.9,,10.9,8.61,14800.0,1.19,0.14,5.3
9/11/19,#64 NORTH FORK AT SISTRUNK,64.0,13.7,,4.28,0.29,614.0,0.8419,0.047,2.1
12/16/19,#64 NORTH FORK AT SISTRUNK,64.0,9.78,,,,,1.0076,0.102,1.4
5/30/19,#64 NORTH FORK AT SISTRUNK,64.0,14.3,,3.8,11.8,20100.0,0.6173,0.081,2.6
4/29/20,#64 NORTH FORK AT SISTRUNK,64.0,54.0,,6.93,12.1,20500.0,,0.15,2.6
11/8/21,#64 NORTH FORK AT SISTRUNK,64.0,4.55,,3.51,1.37,2650.0,0.801,0.064,1.5
5/3/17,#64 NORTH FORK AT SISTRUNK,64.0,27.8,,5.94,2.31,4360.0,,0.074,5.2
4/28/10,#64 NORTH FORK AT SISTRUNK,64.0,4.86,,4.68,0.18,390.0,0.869,0.065,3.3
8/1/12,#64 NORTH FORK AT SISTRUNK,64.0,19.6,,4.9,0.37,769.0,0.859,0.069,2.4
12/16/15,#64 NORTH FORK AT SISTRUNK,64.0,,,3.0,0.29,596.0,1.02,0.073,
2/19/14,#64 NORTH FORK AT SISTRUNK,64.0,46.9,,5.18,0.98,1920.0,,,2.5
8/6/13,#89 NOB HILL RD POMPANO CANAL,89.0,6.2,,3.84,0.21,441.0,1.208,0.026,0.9
8/25/21,#89 NOB HILL RD POMPANO CANAL,89.0,5.69,,5.37,0.27,558.0,0.971,0.077,0.8
8/22/07,#89 NOB HILL RD POMPANO CANAL,89.0,3.56,,5.81,0.35,732.0,1.66,0.027,1.5
8/25/15,#89 NOB HILL RD POMPANO CANAL,89.0,9.54,,5.95,0.23,487.0,1.089,0.041,3.3
8/31/09,#89 NOB HILL RD POMPANO CANAL,89.0,4.36,,4.87,0.32,675.0,1.91,0.02,0.8
8/4/08,#89 NOB HILL RD POMPANO CANAL,89.0,10.3,,6.63,0.24,513.0,0.941,0.023,1.8
8/23/06,#89 NOB HILL RD POMPANO CANAL,89.0,6.02,,7.1,0.27,570.0,1.62,0.032,2.1
9/21/20,#89 NOB HILL RD POMPANO CANAL,89.0,4.2,,4.91,0.3,622.0,1.2,0.009,0.85
8/23/16,#89 NOB HILL RD POMPANO CANAL,89.0,3.23,,2.86,0.26,550.0,1.51,0.026,0.7
8/29/18,#89 NOB HILL RD POMPANO CANAL,89.0,3.14,,4.29,0.22,459.0,,0.025,0.65
1/30/12,#89 NOB HILL RD POMPANO CANAL,89.0,2.16,,5.14,0.21,431.0,1.16,0.013,0.65
9/9/19,#89 NOB HILL RD POMPANO CANAL,89.0,1.78,,3.45,0.36,743.0,1.1839,0.0,0.45
3/2/09,#89 NOB HILL RD POMPANO CANAL,89.0,11.5,,8.24,0.31,634.0,1.62,,1.6
11/29/06,#89 NOB HILL RD POMPANO CANAL,89.0,1.06,,5.97,0.38,776.0,1.81,0.0045,0.5
5/20/14,#89 NOB HILL RD POMPANO CANAL,89.0,4.35,,5.72,0.55,1120.0,,,1.0
6/26/18,#89 NOB HILL RD POMPANO CANAL,89.0,3.0,,2.87,0.17,357.0,1.179,-0.011,0.55
7/30/12,#89 NOB HILL RD POMPANO CANAL,89.0,13.3,,4.94,0.22,461.0,1.24,0.016,1.0
4/29/10,#89 NOB HILL RD POMPANO CANAL,89.0,2.89,,5.25,0.18,371.0,1.28,0.0076,0.75
2/27/18,#89 NOB HILL RD POMPANO CANAL,89.0,1.74,,5.08,0.32,657.0,,,0.85
2/18/14,#89 NOB HILL RD POMPANO CANAL,89.0,3.39,,6.4,0.41,829.0,,,0.7
10/28/14,#89 NOB HILL RD POMPANO CANAL,89.0,3.19,,3.84,0.25,513.0,,,0.75
5/12/08,#89 NOB HILL RD POMPANO CANAL,89.0,7.27,,4.79,0.32,669.0,1.19,0.024,1.4
5/2/17,#89 NOB HILL RD POMPANO CANAL,89.0,4.05,,6.93,0.35,733.0,,0.018,0.75
11/26/12,#89 NOB HILL RD POMPANO CANAL,89.0,2.14,,5.74,0.19,387.0,1.07,0.02,0.5
7/11/17,#89 NOB HILL RD POMPANO CANAL,89.0,2.56,,3.09,0.23,490.0,,0.0,0.7
5/14/07,#89 NOB HILL RD POMPANO CANAL,89.0,6.05,,6.17,0.41,840.0,1.73,0.043,1.4
2/19/07,#89 NOB HILL RD POMPANO CANAL,89.0,3.65,,7.91,0.36,727.0,1.4,0.023,1.0
2/26/20,#89 NOB HILL RD POMPANO CANAL,89.0,3.76,,7.83,0.33,683.0,1.252,0.017,0.7
11/18/19,#89 NOB HILL RD POMPANO CANAL,89.0,6.26,,5.83,0.24,502.0,0.8555,0.025,1.1
5/14/13,#89 NOB HILL RD POMPANO CANAL,89.0,1.26,,4.33,0.29,602.0,1.626,0.018,0.5
2/24/21,#89 NOB HILL RD POMPANO CANAL,89.0,3.06,,6.39,0.22,462.0,1.05,-0.005,0.45
11/17/15,#89 NOB HILL RD POMPANO CANAL,89.0,3.38,,5.35,0.32,666.0,1.58,0.044,0.8
11/14/07,#89 NOB HILL RD POMPANO CANAL,89.0,1.97,,5.21,0.33,677.0,,,0.9
2/20/08,#89 NOB HILL RD POMPANO CANAL,89.0,5.09,,5.59,0.37,754.0,1.88,0.022,0.9
2/22/06,#89 NOB HILL RD POMPANO CANAL,89.0,6.42,,7.2,0.39,802.0,2.1,0.026,1.0
6/7/16,#89 NOB HILL RD POMPANO CANAL,89.0,2.97,,4.59,0.32,670.0,2.018,0.0,0.75
8/1/11,#89 NOB HILL RD POMPANO CANAL,89.0,14.6,,5.25,0.38,796.0,1.92,0.031,
6/22/09,#89 NOB HILL RD POMPANO CANAL,89.0,17.0,,4.21,0.29,601.0,1.22,0.024,2.0
4/23/12,#89 NOB HILL RD POMPANO CANAL,89.0,2.9,,6.22,0.37,755.0,1.79,0.018,0.9
10/24/11,#89 NOB HILL RD POMPANO CANAL,89.0,10.8,,4.28,0.23,483.0,1.44,0.026,1.0
5/31/06,#89 NOB HILL RD POMPANO CANAL,89.0,17.3,,8.24,0.34,711.0,1.19,0.019,2.0
10/25/10,#89 NOB HILL RD POMPANO CANAL,89.0,3.87,,5.78,0.25,530.0,1.31,0.0076,0.75
5/28/19,#89 NOB HILL RD POMPANO CANAL,89.0,1.94,,4.72,0.35,732.0,1.4319,0.011,0.6
10/22/13,#89 NOB HILL RD POMPANO CANAL,89.0,2.47,,5.24,0.29,610.0,1.668,0.014,0.8
3/11/19,#89 NOB HILL RD POMPANO CANAL,89.0,3.29,,5.36,0.33,677.0,0.3344,0.021,1.1
12/6/16,#89 NOB HILL RD POMPANO CANAL,89.0,2.21,,6.86,0.36,736.0,1.32,0.026,0.5
8/2/10,#89 NOB HILL RD POMPANO CANAL,89.0,6.88,,3.29,0.24,512.0,1.03,0.025,1.7
5/25/21,#89 NOB HILL RD POMPANO CANAL,89.0,5.33,,,,,1.85,0.021,0.75
12/8/20,#89 NOB HILL RD POMPANO CANAL,89.0,1.64,,6.2,0.18,362.0,0.7021,0.007,0.4
2/1/10,#89 NOB HILL RD POMPANO CANAL,89.0,12.0,,6.46,0.24,504.0,1.4,0.023,0.8
3/10/15,#89 NOB HILL RD POMPANO CANAL,89.0,2.43,,5.92,0.41,831.0,,,1.1
4/11/11,#89 NOB HILL RD POMPANO CANAL,89.0,2.73,,6.06,0.43,886.0,1.79,0.026,0.65
3/7/17,#89 NOB HILL RD POMPANO CANAL,89.0,1.79,,7.35,0.36,735.0,,,0.6
11/16/21,#89 NOB HILL RD POMPANO CANAL,89.0,2.9,,4.94,0.29,595.0,1.04,0.008,0.55
3/1/16,#89 NOB HILL RD POMPANO CANAL,89.0,1.79,,6.1,0.14,303.0,,0.024,0.45
5/20/20,#89 NOB HILL RD POMPANO CANAL,89.0,1.57,,7.76,0.25,526.0,0.91,0.011,0.0
2/12/13,#89 NOB HILL RD POMPANO CANAL,89.0,2.22,,6.74,0.33,678.0,1.7,0.024,0.6
1/31/11,#89 NOB HILL RD POMPANO CANAL,89.0,2.14,,7.19,0.32,658.0,1.49,0.006,
11/6/18,#89 NOB HILL RD POMPANO CANAL,89.0,2.99,,5.13,0.31,641.0,,0.007,2.0
6/2/15,#89 NOB HILL RD POMPANO CANAL,89.0,5.63,,5.79,0.44,909.0,,,0.8
10/26/09,#89 NOB HILL RD POMPANO CANAL,89.0,6.58,,5.81,0.28,590.0,1.27,0.0076,1.1
8/12/14,#89 NOB HILL RD POMPANO CANAL,89.0,,,3.85,0.24,498.0,,,2.0
8/6/08,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.3
2/18/08,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,2.2
11/18/15,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,2.4
11/28/12,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.1
11/30/06,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,0.9
8/4/10,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.8
2/2/11,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,2.1
2/1/12,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.7
5/31/06,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.6
9/2/09,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.3
8/26/15,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,2.6
6/24/09,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.1
8/24/06,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,4.3
2/13/13,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.2
5/16/07,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.0
8/3/11,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.2
4/13/11,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.5
2/21/07,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.7
8/1/12,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.0
4/25/12,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.0
4/28/10,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.0
10/26/11,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.2
3/4/09,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.3
10/27/10,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.5
5/14/08,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.0
10/28/09,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.2
8/20/07,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.0
2/23/06,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,0.85
11/15/07,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,7.6
5/15/13,#90 FPL CANAL SOUTH F NEW RIV,90.0,,,,,,,,1.4
3/1/16,#110 POMPANO CANAL AT DIXIE AN,110.0,3.49,,6.39,0.22,453.0,,0.045,1.2
12/6/16,#110 POMPANO CANAL AT DIXIE AN,110.0,6.75,,4.79,0.31,636.0,1.1,0.057,1.2
3/2/09,#110 POMPANO CANAL AT DIXIE AN,110.0,5.06,,7.4,0.4,807.0,1.83,,1.4
8/6/13,#110 POMPANO CANAL AT DIXIE AN,110.0,7.58,,4.91,0.22,460.0,1.127,0.126,2.1
5/28/19,#110 POMPANO CANAL AT DIXIE AN,110.0,6.96,,6.17,0.25,515.0,0.7499,0.031,2.0
8/31/09,#110 POMPANO CANAL AT DIXIE AN,110.0,26.2,,3.44,0.24,502.0,1.04,0.127,2.2
3/7/17,#110 POMPANO CANAL AT DIXIE AN,110.0,1.77,,8.23,0.25,519.0,,,1.2
3/10/15,#110 POMPANO CANAL AT DIXIE AN,110.0,8.8,,6.28,0.34,691.0,,,1.6
8/22/07,#110 POMPANO CANAL AT DIXIE AN,110.0,18.4,,5.89,0.24,500.0,0.805,0.043,3.1
8/25/15,#110 POMPANO CANAL AT DIXIE AN,110.0,3.18,,6.95,0.32,663.0,1.409,0.101,0.8
3/11/19,#110 POMPANO CANAL AT DIXIE AN,110.0,3.82,,5.78,0.3,616.0,0.3422,0.051,2.0
5/25/21,#110 POMPANO CANAL AT DIXIE AN,110.0,4.65,,,,,1.46,0.054,1.3
12/8/20,#110 POMPANO CANAL AT DIXIE AN,110.0,5.44,,3.57,0.2,410.0,0.917,0.098,3.3
2/12/13,#110 POMPANO CANAL AT DIXIE AN,110.0,1.97,,6.28,0.3,620.0,1.67,0.039,1.1
2/22/06,#110 POMPANO CANAL AT DIXIE AN,110.0,13.0,,7.75,0.27,558.0,0.746,0.029,1.8
8/25/21,#110 POMPANO CANAL AT DIXIE AN,110.0,13.9,,5.0,0.24,495.0,0.64,0.063,2.0
4/11/11,#110 POMPANO CANAL AT DIXIE AN,110.0,1.74,,8.64,0.22,466.0,0.915,0.019,0.55
12/16/15,#110 POMPANO CANAL AT DIXIE AN,110.0,,,3.58,0.22,454.0,1.01,0.071,
2/20/08,#110 POMPANO CANAL AT DIXIE AN,110.0,17.3,,7.26,0.25,519.0,1.27,0.075,5.4
2/24/21,#110 POMPANO CANAL AT DIXIE AN,110.0,10.2,,6.56,0.22,477.0,0.874,0.036,1.2
5/14/13,#110 POMPANO CANAL AT DIXIE AN,110.0,12.5,,5.58,0.23,471.0,0.917,0.07,1.9
5/2/17,#110 POMPANO CANAL AT DIXIE AN,110.0,3.85,,8.02,0.27,570.0,,0.027,1.4
2/26/20,#110 POMPANO CANAL AT DIXIE AN,110.0,20.0,,7.9,0.26,532.0,0.859,0.069,1.7
5/14/07,#110 POMPANO CANAL AT DIXIE AN,110.0,14.6,,6.97,0.23,477.0,0.564,0.051,3.1
2/19/07,#110 POMPANO CANAL AT DIXIE AN,110.0,15.4,,7.89,0.22,452.0,1.16,0.055,3.0
8/4/08,#110 POMPANO CANAL AT DIXIE AN,110.0,29.1,,3.91,0.17,367.0,0.678,0.089,23.0
2/27/18,#110 POMPANO CANAL AT DIXIE AN,110.0,12.8,,6.41,0.29,592.0,,,2.6
5/12/08,#110 POMPANO CANAL AT DIXIE AN,110.0,11.1,,5.43,0.25,521.0,0.749,0.053,1.7
10/22/13,#110 POMPANO CANAL AT DIXIE AN,110.0,28.0,,6.32,0.23,477.0,0.927,0.066,2.1
8/29/18,#110 POMPANO CANAL AT DIXIE AN,110.0,14.8,,4.83,0.24,500.0,,0.08,2.2
2/18/14,#110 POMPANO CANAL AT DIXIE AN,110.0,,,5.18,0.32,660.0,,,1.7
4/29/10,#110 POMPANO CANAL AT DIXIE AN,110.0,4.6,,3.64,0.21,432.0,0.96,0.138,2.6
5/20/20,#110 POMPANO CANAL AT DIXIE AN,110.0,8.92,,2.89,0.18,490.0,0.786,0.12,0.0
10/25/10,#110 POMPANO CANAL AT DIXIE AN,110.0,2.22,,3.8,0.18,382.0,1.04,0.065,4.2
4/23/12,#110 POMPANO CANAL AT DIXIE AN,110.0,8.32,,5.44,0.18,376.0,0.709,0.059,1.4
5/20/14,#110 POMPANO CANAL AT DIXIE AN,110.0,,,6.64,0.36,744.0,,,1.1
10/24/11,#110 POMPANO CANAL AT DIXIE AN,110.0,15.1,,4.72,0.23,490.0,1.04,0.063,1.9
2/1/10,#110 POMPANO CANAL AT DIXIE AN,110.0,3.39,,5.71,0.23,479.0,1.2,0.081,2.3
1/30/12,#110 POMPANO CANAL AT DIXIE AN,110.0,5.53,,7.13,0.2,424.0,1.16,0.033,2.0
8/23/06,#110 POMPANO CANAL AT DIXIE AN,110.0,42.6,,3.1,0.21,444.0,1.35,0.094,3.3
6/7/16,#110 POMPANO CANAL AT DIXIE AN,110.0,13.1,,3.16,0.31,635.0,1.653,0.072,1.0
8/1/11,#110 POMPANO CANAL AT DIXIE AN,110.0,,,9.6,0.18,373.0,1.52,0.119,
7/30/12,#110 POMPANO CANAL AT DIXIE AN,110.0,7.89,,3.2,0.22,455.0,1.21,0.07,1.2
11/6/18,#110 POMPANO CANAL AT DIXIE AN,110.0,5.86,,3.77,0.27,554.0,,0.05,2.0
6/26/18,#110 POMPANO CANAL AT DIXIE AN,110.0,7.43,,3.46,,434.0,0.874,0.099,1.5
10/28/14,#110 POMPANO CANAL AT DIXIE AN,110.0,2.56,,2.5,0.23,484.0,,,1.2
11/29/06,#110 POMPANO CANAL AT DIXIE AN,110.0,11.3,,7.32,0.24,506.0,0.697,0.026,2.2
7/11/17,#110 POMPANO CANAL AT DIXIE AN,110.0,7.55,,2.36,0.24,499.0,,0.1,1.5
8/23/16,#110 POMPANO CANAL AT DIXIE AN,110.0,3.78,,3.6,0.26,549.0,1.25,0.081,0.9
11/26/12,#110 POMPANO CANAL AT DIXIE AN,110.0,2.55,,5.68,0.2,415.0,1.03,0.047,0.75
9/21/20,#110 POMPANO CANAL AT DIXIE AN,110.0,13.9,,4.47,0.22,461.0,0.757,0.074,2.6
11/18/19,#110 POMPANO CANAL AT DIXIE AN,110.0,6.02,,3.95,0.23,466.0,0.8647,0.061,1.7
11/16/21,#110 POMPANO CANAL AT DIXIE AN,110.0,8.61,,3.66,0.22,453.0,0.787,0.075,1.6
11/14/07,#110 POMPANO CANAL AT DIXIE AN,110.0,16.3,,4.99,0.23,479.0,,,2.5
8/12/14,#110 POMPANO CANAL AT DIXIE AN,110.0,7.94,,3.04,0.23,486.0,,,1.6
6/22/09,#110 POMPANO CANAL AT DIXIE AN,110.0,14.3,,3.95,0.24,511.0,1.1,0.172,3.0
11/17/15,#110 POMPANO CANAL AT DIXIE AN,110.0,1.34,,5.09,0.19,388.0,1.04,0.068,4.2
8/2/10,#110 POMPANO CANAL AT DIXIE AN,110.0,6.65,,1.91,0.29,603.0,1.48,0.062,1.2
6/2/15,#110 POMPANO CANAL AT DIXIE AN,110.0,2.02,,6.89,0.34,696.0,,,0.65
5/31/06,#110 POMPANO CANAL AT DIXIE AN,110.0,11.2,,6.38,0.23,474.0,0.398,0.034,1.5
9/9/19,#110 POMPANO CANAL AT DIXIE AN,110.0,26.6,,6.64,0.23,488.0,0.8167,0.057,2.9
1/31/11,#110 POMPANO CANAL AT DIXIE AN,110.0,1.83,,9.1,0.24,497.0,1.16,0.041,
10/26/09,#110 POMPANO CANAL AT DIXIE AN,110.0,16.3,,3.33,0.25,513.0,1.07,0.134,2.6
7/11/17,#111 S. FORK MID R. @ N.E. 15,111.0,13.7,,4.25,3.77,6920.0,,0.056,2.8
3/11/19,#111 S. FORK MID R. @ N.E. 15,111.0,2.24,,5.79,19.8,31600.0,0.5291,0.058,0.9
11/14/07,#111 S. FORK MID R. @ N.E. 15,111.0,4.41,,5.1,9.32,16300.0,,,1.2
5/15/13,#111 S. FORK MID R. @ N.E. 15,111.0,31.4,,6.02,1.58,3050.0,1.42,,2.1
8/23/16,#111 S. FORK MID R. @ N.E. 15,111.0,5.34,,4.17,8.36,14500.0,1.28,0.059,1.2
5/17/21,#111 S. FORK MID R. @ N.E. 15,111.0,9.52,,,,,0.411,0.124,1.2
1/30/12,#111 S. FORK MID R. @ N.E. 15,111.0,,,6.17,20.8,33300.0,0.546,0.049,1.0
8/20/07,#111 S. FORK MID R. @ N.E. 15,111.0,11.0,,5.35,10.1,17500.0,1.38,0.058,1.5
5/18/20,#111 S. FORK MID R. @ N.E. 15,111.0,6.8,,4.03,2.27,4330.0,1.03,0.061,3.9
2/22/06,#111 S. FORK MID R. @ N.E. 15,111.0,12.7,,8.56,7.81,13900.0,1.01,0.031,1.6
8/30/21,#111 S. FORK MID R. @ N.E. 15,111.0,8.4,,5.58,12.8,21600.0,0.557,0.078,1.1
3/2/09,#111 S. FORK MID R. @ N.E. 15,111.0,1.71,,6.5,26.2,41000.0,0.448,,1.0
6/7/16,#111 S. FORK MID R. @ N.E. 15,111.0,4.04,,4.47,18.0,29400.0,0.666,0.073,1.2
8/26/19,#111 S. FORK MID R. @ N.E. 15,111.0,9.72,,3.0,4.6,7780.0,0.8186,0.046,1.3
1/31/11,#111 S. FORK MID R. @ N.E. 15,111.0,1.67,,6.18,17.8,29000.0,0.86,0.052,0.85
8/31/09,#111 S. FORK MID R. @ N.E. 15,111.0,15.8,,5.44,1.67,3680.0,1.07,0.046,1.4
10/23/13,#111 S. FORK MID R. @ N.E. 15,111.0,4.61,,3.46,15.6,9991.0,1.012,0.045,1.2
11/12/19,#111 S. FORK MID R. @ N.E. 15,111.0,1.47,,3.77,19.4,31300.0,0.6326,0.37,1.0
3/1/16,#111 S. FORK MID R. @ N.E. 15,111.0,6.23,,9.27,2.3,4360.0,,0.036,1.8
8/12/14,#111 S. FORK MID R. @ N.E. 15,111.0,14.5,,4.45,1.32,2597.0,,,2.0
4/11/11,#111 S. FORK MID R. @ N.E. 15,111.0,12.1,,6.63,25.6,40100.0,0.433,0.055,1.4
3/1/21,#111 S. FORK MID R. @ N.E. 15,111.0,5.92,,5.71,13.4,22300.0,0.635,0.051,1.4
10/28/14,#111 S. FORK MID R. @ N.E. 15,111.0,2.58,,4.14,6.71,11872.0,,,1.3
4/23/12,#111 S. FORK MID R. @ N.E. 15,111.0,3.69,,5.29,6.34,11600.0,1.03,0.072,1.3
8/1/11,#111 S. FORK MID R. @ N.E. 15,111.0,6.01,,,21.3,34100.0,0.409,0.082,1.1
3/7/17,#111 S. FORK MID R. @ N.E. 15,111.0,3.66,,5.93,21.0,33200.0,,0.0,1.4
